chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_108_2020_q4,108,Buyer108 User108,Buyer108,User108,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer108 User108
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer108 User108 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_108_2026_q1,108,Buyer108 User108,Buyer108,User108,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13100.00,13100.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer108 User108
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer108 User108 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_109_2020_q4,109,Buyer109 User109,Buyer109,User109,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer109 User109
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer109 User109 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_109_2021_q1,109,Buyer109 User109,Buyer109,User109,2021-01-01,2021-03-31,2021,1,2021 Q1,0,0,0,0,0,1,0,1,0.00,0.00,,0.00,,,0.00,,low workload,no conversion activity,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer109 User109
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer109 User109 recorded low workload in 2021 Q1.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_109_2026_q1,109,Buyer109 User109,Buyer109,User109,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13225.00,13225.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer109 User109
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer109 User109 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_110_2021_q1,110,Buyer110 User110,Buyer110,User110,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer110 User110
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer110 User110 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_110_2026_q1,110,Buyer110 User110,Buyer110,User110,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13350.00,13350.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer110 User110
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer110 User110 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_111_2021_q1,111,Buyer111 User111,Buyer111,User111,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,1,1,1,0.00,0.00,15155.00,1830.00,100.00,,15155.00,13.73,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer111 User111
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 15155.00

Interpretation
Buyer111 User111 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 15155.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_111_2026_q1,111,Buyer111 User111,Buyer111,User111,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13325.00,13325.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer111 User111
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer111 User111 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_112_2021_q1,112,Buyer112 User112,Buyer112,User112,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,1,1,1,0.00,0.00,15360.00,1910.00,100.00,,15360.00,14.20,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer112 User112
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 15360.00

Interpretation
Buyer112 User112 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 15360.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_112_2026_q1,112,Buyer112 User112,Buyer112,User112,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13450.00,13450.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer112 User112
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer112 User112 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_113_2021_q1,113,Buyer113 User113,Buyer113,User113,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,1,1,1,0.00,0.00,15565.00,1990.00,100.00,,15565.00,14.66,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer113 User113
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 15565.00

Interpretation
Buyer113 User113 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 15565.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_113_2026_q1,113,Buyer113 User113,Buyer113,User113,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13575.00,13575.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer113 User113
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer113 User113 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_114_2021_q1,114,Buyer114 User114,Buyer114,User114,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer114 User114
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer114 User114 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_114_2026_q1,114,Buyer114 User114,Buyer114,User114,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13550.00,13550.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer114 User114
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer114 User114 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_115_2021_q1,115,Buyer115 User115,Buyer115,User115,2021-01-01,2021-03-31,2021,1,2021 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer115 User115
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer115 User115 recorded low workload in 2021 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_115_2026_q1,115,Buyer115 User115,Buyer115,User115,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13675.00,13675.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer115 User115
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer115 User115 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
